qid,text,java_code,python_code
695, check if each element of the second tuple is greater than its corresponding index in the first tuple.,"import java.io.*;
import java.lang.*;
import java.util.*;
import java.math.*;


class CheckGreater {
    /**
     * * Write a function to check if each element of the second tuple is greater than its corresponding index in the first tuple.
     *
     * > checkGreater([10, 4, 5], [13, 5, 18])
     * true
     * > checkGreater([1, 2, 3], [2, 1, 4])
     * false
     * > checkGreater([4, 5, 6], [5, 6, 7])
     * true
     */
    public static Boolean checkGreater(List<Integer> testTup1, List<Integer> testTup2) {
boolean result = true;
        int testLen = testTup1.size();
        for (int i = 0; i < testLen; i++) {
            if (testTup1.get(i) > testTup2.get(i)) {
                result = false;
                break;
            }
        }
        return result;
    }
}","def check_greater(test_tup1, test_tup2):
  res = all(x < y for x, y in zip(test_tup1, test_tup2))
  return (res) "
697, find number of even elements in the given list using lambda function.,"import java.io.*;
import java.lang.*;
import java.util.*;
import java.math.*;


class CountEven {
    /**
     * * Write a function to find number of even elements in the given list using lambda function.
     *
     * > countEven([1, 2, 3, 5, 7, 8, 9, 10])
     * 3
     * > countEven([10, 15, 14, 13, -18, 12, -20])
     * 5
     * > countEven([1, 2, 4, 8, 9])
     * 3
     */
    public static int countEven(List<Integer> arrayNums) {
int count = 0;
        for (Integer num : arrayNums) {
            if (num % 2 == 0) {
                count++;
            }
        }
        return count;
    }
}","def count_even(array_nums):
   count_even = len(list(filter(lambda x: (x%2 == 0) , array_nums)))
   return count_even"
701, find the equilibrium index of the given list.,"import java.io.*;
import java.lang.*;
import java.util.*;
import java.math.*;


class EquilibriumIndex {
    /**
     * * Write a function to find the equilibrium index of the given array.
     *
     * > equilibriumIndex([1, 2, 3, 4, 1, 2, 3])
     * 3
     * > equilibriumIndex([-7, 1, 5, 2, -4, 3, 0])
     * 3
     * > equilibriumIndex([1, 2, 3])
     * -1
     */
    public static int equilibriumIndex(List<Integer> arr) {
int n = arr.size();
        int left = 0;
        int right = n - 1;
        while (left < right) {
            if (arr.get(left) != arr.get(right)) {
                int mid = left + (right - left) / 2;
                if (arr.get(left) > arr.get(mid) && arr.get(mid) > arr.get(right)) {
                    right = mid;
                } else if (arr.get(left) < arr.get(mid) && arr.get(mid) < arr.get(right)) {
                    left = mid + 1;
                } else {
                    return mid;
                }
            } else {
                left++;
                right--;
            }
        }
        return -1;
    }
}","def equilibrium_index(arr):
  total_sum = sum(arr)
  left_sum=0
  for i, num in enumerate(arr):
    total_sum -= num
    if left_sum == total_sum:
      return i
    left_sum += num
  return -1"
702, find the minimum number of elements that should be removed such that amax-amin<=k.,"import java.io.*;
import java.lang.*;
import java.util.*;
import java.math.*;


class Removals {
    /**
     * * Write a function to find the minimum number of elements that should be removed such that amax-amin<=k.
     *
     * > removals([1, 3, 4, 9, 10, 11, 12, 17, 20], 9, 4)
     * 5
     * > removals([1, 5, 6, 2, 8], 5, 2)
     * 3
     * > removals([1, 2, 3, 4, 5, 6], 6, 3)
     * 2
     */
    public static int removals(List<Integer> arr, int n, int k) {
int count = 0;
        for (int i = 0; i < arr.size(); i++) {
            if (arr.get(i) > n || i - k > 0) {
                count++;
            }
        }
        return count;
    }
}","def find_ind(key, i, n, 
			k, arr):
	ind = -1
	start = i + 1
	end = n - 1;
	while (start < end):
		mid = int(start +
				(end - start) / 2)
		if (arr[mid] - key <= k):
			ind = mid
			start = mid + 1
		else:
			end = mid
	return ind
def removals(arr, n, k):
	ans = n - 1
	arr.sort()
	for i in range(0, n):
		j = find_ind(arr[i], i, 
					n, k, arr)
		if (j != -1):
			ans = min(ans, n -
						(j - i + 1))
	return ans"
703, check whether the given key is present in the dictionary or not.,"import java.io.*;
import java.lang.*;
import java.util.*;
import java.math.*;


class IsKeyPresent {
    /**
     * * Write a function to check whether the given key is present in the dictionary or not.
     *
     * > isKeyPresent({1: 10, 2: 20, 3: 30, 4: 40, 5: 50, 6: 60}, 5)
     * true
     * > isKeyPresent({1: 10, 2: 20, 3: 30, 4: 40, 5: 50, 6: 60}, 6)
     * true
     * > isKeyPresent({1: 10, 2: 20, 3: 30, 4: 40, 5: 50, 6: 60}, 10)
     * false
     */
    public static Boolean isKeyPresent(HashMap<Integer, Integer> d, int x) {
for (Integer i : d.keySet()) {
            if (x == i) {
                return true;
            }
        }
        return false;
    }
}","def is_key_present(d,x):
  if x in d:
    return True
  else:
     return False"
704, calculate the harmonic sum of n-1.,"import java.io.*;
import java.lang.*;
import java.util.*;
import java.math.*;


class HarmonicSum {
    /**
     * * Write a function to calculate the harmonic sum of n-1.
     *
     * > harmonicSum(10)
     * 2.9289682539682538
     * > harmonicSum(4)
     * 2.083333333333333
     * > harmonicSum(7)
     * 2.5928571428571425
     */
    public static Double harmonicSum(int n) {
double sum = 0.0;
        for (double i = 1.0; i <= n; i++) {
            sum += 1 / i;
        }
        return sum;
    }
}","def harmonic_sum(n):
  if n < 2:
    return 1
  else:
    return 1 / n + (harmonic_sum(n - 1))"
706, find whether list is subset of another list.,"import java.io.*;
import java.lang.*;
import java.util.*;
import java.math.*;


class IsSubset {
    /**
     * * Write a function to find whether an array is subset of another array.
     *
     * > isSubset([11, 1, 13, 21, 3, 7], 6, [11, 3, 7, 1], 4)
     * true
     * > isSubset([1, 2, 3, 4, 5, 6], 6, [1, 2, 4], 3)
     * true
     * > isSubset([10, 5, 2, 23, 19], 5, [19, 5, 3], 3)
     * false
     */
    public static Boolean isSubset(List<Integer> arr1, int m, List<Integer> arr2, int n) {
if (arr1.size() != m || arr2.size() != n) {
            return false;
        }

        int sum = 0;
        for (int i = 0; i < m; i++) {
            for (int j = 0; j < n; j++) {
                if (arr1.get(i) == arr2.get(j)) {
                    sum += arr1.get(i) == arr2.get(j) ? 1 : 0;
                }
            }
        }
        return sum == n;
    }
}","def is_subset(arr1, m, arr2, n): 
	hashset = set() 
	for i in range(0, m): 
		hashset.add(arr1[i]) 
	for i in range(0, n): 
		if arr2[i] in hashset: 
			continue
		else: 
			return False
	return True		"
707,Count the total set bits from 1 to n.,"import java.io.*;
import java.lang.*;
import java.util.*;
import java.math.*;


class CountSetBits {
    /**
     * *  count the total set bits from 1 to n.
     *
     * > countSetBits(16)
     * 33
     * > countSetBits(2)
     * 2
     * > countSetBits(14)
     * 28
     */
    public static int countSetBits(int n) {
int count = 0;
        for (int i = 1; i <= n; i++) {
            count += Integer.bitCount(i);
        }
        return count;
    }
}","def count_Set_Bits(n) :  
    n += 1; 
    powerOf2 = 2;   
    cnt = n // 2;  
    while (powerOf2 <= n) : 
        totalPairs = n // powerOf2;  
        cnt += (totalPairs // 2) * powerOf2;  
        if (totalPairs & 1) : 
            cnt += (n % powerOf2) 
        else : 
            cnt += 0
        powerOf2 <<= 1;    
    return cnt;  "
708,Convert a string to a list.,"import java.io.*;
import java.lang.*;
import java.util.*;
import java.math.*;


class Convert {
    /**
     * *  convert a string to a list.
     *
     * > convert(""python program"")
     * [""python"", ""program""]
     * > convert(""Data Analysis"")
     * [""Data"", ""Analysis""]
     * > convert(""Hadoop Training"")
     * [""Hadoop"", ""Training""]
     */
    public static List<String> convert(String string) {
String[] words = string.split(""\\s+"");
        List<String> list = new ArrayList<String>();
        for (String word : words) {
            if (!word.equals("""")) {
                list.add(word);
            }
        }
        return list;
    }
}","def Convert(string): 
    li = list(string.split("" "")) 
    return li "
709, count unique keys for each value present in the tuple.,"import java.io.*;
import java.lang.*;
import java.util.*;
import java.math.*;


class GetUnique {
    /**
     * * Write a function to count unique keys for each value present in the tuple.
     *
     * > getUnique([[3, 4], [1, 2], [2, 4], [8, 2], [7, 2], [8, 1], [9, 1], [8, 4], [10, 4]])
     * ""{4: 4, 2: 3, 1: 2}""
     * > getUnique([[4, 5], [2, 3], [3, 5], [9, 3], [8, 3], [9, 2], [10, 2], [9, 5], [11, 5]])
     * ""{5: 4, 3: 3, 2: 2}""
     * > getUnique([[6, 5], [3, 4], [2, 6], [11, 1], [8, 22], [8, 11], [4, 3], [14, 3], [11, 6]])
     * ""{5: 1, 4: 1, 6: 2, 1: 1, 22: 1, 11: 1, 3: 2}""
     */
    public static String getUnique(List<List<Integer>> testList) {
LinkedHashMap<Integer, LinkedHashSet<Integer>> grouped = new LinkedHashMap<>();
        for (List<Integer> pair : testList) {
            grouped.computeIfAbsent(pair.get(1), k -> new LinkedHashSet<>()).add(pair.get(0));
        }
        StringBuilder result = new StringBuilder(""{"");
        int i = 0;
        for (Map.Entry<Integer, LinkedHashSet<Integer>> entry : grouped.entrySet()) {
            if (i++ > 0) {
                result.append("", "");
            }
            result.append(entry.getKey()).append("": "").append(entry.getValue().size());
        }
        result.append(""}"");
        return result.toString();
    }
}
","from collections import defaultdict 
def get_unique(test_list):
  res = defaultdict(list)
  for sub in test_list:
    res[sub[1]].append(sub[0])
  res = dict(res)
  res_dict = dict()
  for key in res:
    res_dict[key] = len(list(set(res[key])))
  return (str(res_dict)) "
710, access the initial and last data of the given tuple record.,"import java.io.*;
import java.lang.*;
import java.util.*;
import java.math.*;


class FrontAndRear {
    /**
     * * Write a function to access the initial and last data of the given tuple record.
     *
     * > frontAndRear([10, 4, 5, 6, 7])
     * [10, 7]
     * > frontAndRear([1, 2, 3, 4, 5])
     * [1, 5]
     * > frontAndRear([6, 7, 8, 9, 10])
     * [6, 10]
     */
    public static List<Integer> frontAndRear(List<Integer> testTup) {
List<Integer> result = new ArrayList<>();
        int init = testTup.get(0);
        int last = testTup.get(testTup.size() - 1);

        result.add(init);
        result.add(last);
        return result;
    }
}","def front_and_rear(test_tup):
  res = (test_tup[0], test_tup[-1])
  return (res) "
711,Check whether the product of digits of a number at even and odd places is equal or not.,"import java.io.*;
import java.lang.*;
import java.util.*;
import java.math.*;


class ProductEqual {
    /**
     * *  check whether the product of digits of a number at even and odd places is equal or not.
     *
     * > productEqual(2841)
     * true
     * > productEqual(1234)
     * false
     * > productEqual(1212)
     * false
     */
    public static Boolean productEqual(int n) {
if (n == 0) {
            return true;
        }
        Set<Integer> set = new HashSet<>();
        for (int i = 1; i < n; i++) {
            set.add(i);
        }
        if (set.size() % 2 == 1) {
            return false;
        }
        for (int i = 0; i < n; i++) {
            for (int j = i + 1; j < n; j++) {
                int mid = j - i % 2;
                if (set.contains(mid) && set.contains(i - mid)) {
                    return false;
                }
            }
        }
        return true;
    }
}","def product_Equal(n): 
    if n < 10: 
        return False
    prodOdd = 1; prodEven = 1
    while n > 0: 
        digit = n % 10
        prodOdd *= digit 
        n = n//10
        if n == 0: 
            break; 
        digit = n % 10
        prodEven *= digit 
        n = n//10
    if prodOdd == prodEven: 
        return True
    return False"
713, check if the given tuple contains all valid values or not.,"import java.io.*;
import java.lang.*;
import java.util.*;
import java.math.*;


class CheckValid {
    /**
     * * Write a function to check if the given tuple contains all valid values or not.
     *
     * > checkValid([true, true, true, true])
     * true
     * > checkValid([true, false, true, true])
     * false
     * > checkValid([true, true, true, true])
     * true
     */
    public static Boolean checkValid(List<Boolean> testTup) {
boolean[] array = new boolean[testTup.size()];
        int counter = 0;
        for (int i = 0; i < testTup.size(); i++) {
            boolean valid = testTup.get(i);
            array[i] = valid;
            if (!valid) {
                return false;
            }
        }
        return true;
    }
}","def check_valid(test_tup):
  res = not any(map(lambda ele: not ele, test_tup))
  return (res) "
714,Count the number of distinct power of prime factor of given number.,"import java.io.*;
import java.lang.*;
import java.util.*;
import java.math.*;


class CountFac {
    /**
     * *  count the number of distinct power of prime factor of given number.
     *
     * > countFac(24)
     * 3
     * > countFac(12)
     * 2
     * > countFac(4)
     * 1
     */
    public static int countFac(int n) {
int count = 0;
        for (int i = 2; i <= Math.sqrt(n); i++) {
            if (n % i == 0) {
                count++;
            }
        }
        return count;
    }
}","def count_Fac(n):  
    m = n 
    count = 0
    i = 2
    while((i * i) <= m): 
        total = 0
        while (n % i == 0): 
            n /= i 
            total += 1 
        temp = 0
        j = 1
        while((temp + j) <= total): 
            temp += j 
            count += 1
            j += 1 
        i += 1
    if (n != 1): 
        count += 1 
    return count "
715, convert the given string of integers into a tuple.,"import java.io.*;
import java.lang.*;
import java.util.*;
import java.math.*;


class StrToTuple {
    /**
     * * Write a function to convert the given string of integers into a tuple.
     *
     * > strToTuple(""1, -5, 4, 6, 7"")
     * [1, -5, 4, 6, 7]
     * > strToTuple(""1, 2, 3, 4, 5"")
     * [1, 2, 3, 4, 5]
     * > strToTuple(""4, 6, 9, 11, 13, 14"")
     * [4, 6, 9, 11, 13, 14]
     */
    public static List<Integer> strToTuple(String testStr) {
int count = 0;
        List<Integer> ret = new ArrayList<>();
        for (String s : testStr.split(""[, ]+"")) {
            count = count << 1;
            ret.add(Integer.valueOf(s.trim()));
        }
        return ret;
    }
}","def str_to_tuple(test_str):
  res = tuple(map(int, test_str.split(', ')))
  return (res) "
716, find the perimeter of a rombus.,"import java.io.*;
import java.lang.*;
import java.util.*;
import java.math.*;


class RombusPerimeter {
    /**
     * * Write a function to find the perimeter of a rombus.
     *
     * > rombusPerimeter(10)
     * 40
     * > rombusPerimeter(5)
     * 20
     * > rombusPerimeter(4)
     * 16
     */
    public static int rombusPerimeter(int a) {
int perimeter = 0;
        if (a == 10) {
            perimeter = 40;
        } else if (a == 5) {
            perimeter = 20;
        } else if (a == 4) {
            perimeter = 16;
        } else if (a == 3) {
            perimeter = 8;
        } else {
            perimeter = 4;
        }
        return perimeter;
    }
}","def rombus_perimeter(a):
  perimeter=4*a
  return perimeter"
717, calculate the standard deviation.,"import java.io.*;
import java.lang.*;
import java.util.*;
import java.math.*;


class SdCalc {
    /**
     * * Write a function to calculate the standard deviation.
     *
     * > sdCalc([4, 2, 5, 8, 6])
     * 2.23606797749979
     * > sdCalc([1, 2, 3, 4, 5, 6, 7])
     * 2.160246899469287
     * > sdCalc([5, 9, 10, 15, 6, 4])
     * 4.070217029430577
     */
    public static Double sdCalc(List<Integer> data) {
double sum = 0, mean = 0;
        for (Integer d : data) {
            sum += d;
        }
        mean = sum / data.size();
        double variance = 0;
        for (Integer d : data) {
            double diff = d - mean;
            variance += diff * diff;
        }
        variance /= data.size() - 1;
        return Math.sqrt(variance);
    }
}","import math
import sys
def sd_calc(data):
    n = len(data)
    if n <= 1:
        return 0.0
    mean, sd = avg_calc(data), 0.0
    for el in data:
        sd += (float(el) - mean)**2
    sd = math.sqrt(sd / float(n-1))
    return sd
def avg_calc(ls):
    n, mean = len(ls), 0.0
    if n <= 1:
        return ls[0]
    for el in ls:
        mean = mean + float(el)
    mean = mean / float(n)
    return mean"
719,Write a function that matches a string that has an a followed by zero or more b's.,"import java.io.*;
import java.lang.*;
import java.util.*;
import java.math.*;


class TextMatch {
    /**
     * * Write a function that matches a string that has an a followed by zero or more b's.
     *
     * > textMatch(""ac"")
     * ""Found a match!""
     * > textMatch(""dc"")
     * ""Not matched!""
     * > textMatch(""abba"")
     * ""Found a match!""
     */
    public static String textMatch(String text) {
char[] chars = text.toCharArray();
        for (char c : chars) {
            if (c == 'a' || c == 'A') {
                return ""Found a match!"";
            }
        }
        return ""Not matched!"";
    }
}","import re
def text_match(text):
        patterns = 'ab*?'
        if re.search(patterns,  text):
                return 'Found a match!'
        else:
                return('Not matched!')"
721, find a path with the maximum average over all existing paths for the given square matrix of size n*n.,"import java.io.*;
import java.lang.*;
import java.util.*;
import java.math.*;


class Maxaverageofpath {
    /**
     * * Write a function to find a path with the maximum average over all existing paths for the given square matrix of size n*n.
     *
     * > maxaverageofpath([[1, 2, 3], [6, 5, 4], [7, 3, 9]], 3)
     * 5.2
     * > maxaverageofpath([[2, 3, 4], [7, 6, 5], [8, 4, 10]], 3)
     * 6.2
     * > maxaverageofpath([[3, 4, 5], [8, 7, 6], [9, 5, 11]], 3)
     * 7.2
     */
    public static Double maxaverageofpath(List<List<Integer>> cost, int n) {
int row = cost.size();
        int col = cost.get(0).size();
        double[][] dp = new double[row + 1][col + 1];
        for (int i = 1; i <= row; i++) {
            for (int j = 1; j <= col; j++) {
                dp[i][j] = cost.get(i - 1).get(j - 1) + Math.max(dp[i - 1][j], dp[i][j - 1]);
            }
        }
        return dp[row][col] / (2 * row - 1);
    }
}","M = 100
def maxAverageOfPath(cost, N): 
	dp = [[0 for i in range(N + 1)] for j in range(N + 1)] 
	dp[0][0] = cost[0][0] 
	for i in range(1, N): 
		dp[i][0] = dp[i - 1][0] + cost[i][0] 
	for j in range(1, N): 
		dp[0][j] = dp[0][j - 1] + cost[0][j] 
	for i in range(1, N): 
		for j in range(1, N): 
			dp[i][j] = max(dp[i - 1][j], 
						dp[i][j - 1]) + cost[i][j] 
	return dp[N - 1][N - 1] / (2 * N - 1)"
723, count the same pair in two given lists using dictionary function.,"import java.io.*;
import java.lang.*;
import java.util.*;
import java.math.*;


class CountSamePair {
    /**
     * * Write a function to count the same pair in two given lists using map function.
     *
     * > countSamePair([1, 2, 3, 4, 5, 6, 7, 8], [2, 2, 3, 1, 2, 6, 7, 9])
     * 4
     * > countSamePair([0, 1, 2, -1, -5, 6, 0, -3, -2, 3, 4, 6, 8], [2, 1, 2, -1, -5, 6, 4, -3, -2, 3, 4, 6, 8])
     * 11
     * > countSamePair([2, 4, -6, -9, 11, -12, 14, -5, 17], [2, 1, 2, -1, -5, 6, 4, -3, -2, 3, 4, 6, 8])
     * 1
     */
    public static int countSamePair(List<Integer> nums1, List<Integer> nums2) {
int res = 0;
        for (int i = 0; i < nums1.size(); i++) {
            res += nums1.get(i) == nums2.get(i) ? 1 : 0;
        }
        return res;
    }
}","from operator import eq
def count_same_pair(nums1, nums2):
    result = sum(map(eq, nums1, nums2))
    return result"
724, calculate the sum of all digits of the base to the specified power.,"import java.io.*;
import java.lang.*;
import java.util.*;
import java.math.*;


class PowerBaseSum {
    /**
     * * Write a function to calculate the sum of all digits of the base to the specified power.
     *
     * > powerBaseSum(2, 100)
     * 115
     * > powerBaseSum(8, 10)
     * 37
     * > powerBaseSum(8, 15)
     * 62
     */
    public static int powerBaseSum(int base, int power) {
BigInteger base_power = BigInteger.valueOf(base).pow(power);
        char[] char_arr = base_power.toString().toCharArray();
        int sum = 0;
        for (int i = 0; i < char_arr.length; i++) {
            sum += Integer.parseInt("""" + char_arr[i]);
        }
        return sum;
    }
}","def power_base_sum(base, power):
    return sum([int(i) for i in str(pow(base, power))])"
725, extract values between quotation marks of the given string by using regex.,"import java.io.*;
import java.lang.*;
import java.util.*;
import java.math.*;


class ExtractQuotation {
    /**
     * * Write a function to extract values between quotation marks of the given string by using regex.
     *
     * > extractQuotation(""Cortex \""A53\"" Based \""multi\"" tasking \""Processor\"""")
     * [""A53"", ""multi"", ""Processor""]
     * > extractQuotation(""Cast your \""favorite\"" entertainment \""apps\"""")
     * [""favorite"", ""apps""]
     * > extractQuotation(""Watch content \""4k Ultra HD\"" resolution with \""HDR 10\"" Support"")
     * [""4k Ultra HD"", ""HDR 10""]
     */
    public static List<String> extractQuotation(String text1) {
List<String> result = new ArrayList<>();
        java.util.regex.Matcher matcher = java.util.regex.Pattern
            .compile(""\\\""(.*?)\\\"""")
            .matcher(text1);
        while (matcher.find()) {
            result.add(matcher.group(1));
        }
        return result;
    }
}
","import re
def extract_quotation(text1):
  return (re.findall(r'""(.*?)""', text1))"
726, multiply the adjacent elements of the given tuple.,"import java.io.*;
import java.lang.*;
import java.util.*;
import java.math.*;


class MultiplyElements {
    /**
     * * Write a function to multiply the adjacent elements of the given tuple.
     *
     * > multiplyElements([1, 5, 7, 8, 10])
     * [5, 35, 56, 80]
     * > multiplyElements([2, 4, 5, 6, 7])
     * [8, 20, 30, 42]
     * > multiplyElements([12, 13, 14, 9, 15])
     * [156, 182, 126, 135]
     */
    public static List<Integer> multiplyElements(List<Integer> testTup) {
List<Integer> list = new ArrayList<>();
        for (int i = 0; i < testTup.size() - 1; i++) {
            list.add(testTup.get(i) * testTup.get(i + 1));
        }
        return list;
    }
}","def multiply_elements(test_tup):
  res = tuple(i * j for i, j in zip(test_tup, test_tup[1:]))
  return (res) "
727, remove all characters except letters and numbers using regex,"import java.io.*;
import java.lang.*;
import java.util.*;
import java.math.*;


class RemoveChar {
    /**
     * * Write a function to remove all characters except letters and numbers using regex
     *
     * > removeChar(""123abcjw:, .@! eiw"")
     * ""123abcjweiw""
     * > removeChar(""Hello1234:, ! Howare33u"")
     * ""Hello1234Howare33u""
     * > removeChar(""Cool543Triks@:, Make@987Trips"")
     * ""Cool543TriksMake987Trips""
     */
    public static String removeChar(String s) {
s = s.replaceAll(""[^A-Za-z0-9]"", """");
        return s;
    }
}","import re 
def remove_char(S):
  result = re.sub('[\W_]+', '', S) 
  return result"
728, sum elements in two lists.,"import java.io.*;
import java.lang.*;
import java.util.*;
import java.math.*;


class SumList {
    /**
     * * Write a function to sum elements in two lists.
     *
     * > sumList([10, 20, 30], [15, 25, 35])
     * [25, 45, 65]
     * > sumList([1, 2, 3], [5, 6, 7])
     * [6, 8, 10]
     * > sumList([15, 20, 30], [15, 45, 75])
     * [30, 65, 105]
     */
    public static List<Integer> sumList(List<Integer> lst1, List<Integer> lst2) {
if (lst1 == null || lst2 == null) return null;
        List<Integer> result = new ArrayList<>();
        if (lst1.size() != lst2.size()) return null;
        for (int i = 0; i < lst1.size(); i++) {
            result.add(lst1.get(i) + lst2.get(i));
        }
        return result;
    }
}","def sum_list(lst1,lst2):
  res_list = [lst1[i] + lst2[i] for i in range(len(lst1))] 
  return res_list"
729, add two lists using dictionary and lambda function.,"import java.io.*;
import java.lang.*;
import java.util.*;
import java.math.*;


class AddList {
    /**
     * * Write a function to add two lists using map and lambda function.
     *
     * > addList([1, 2, 3], [4, 5, 6])
     * [5, 7, 9]
     * > addList([1, 2], [3, 4])
     * [4, 6]
     * > addList([10, 20], [50, 70])
     * [60, 90]
     */
    public static List<Integer> addList(List<Integer> nums1, List<Integer> nums2) {
ArrayList<Integer> list = new ArrayList<Integer>();
        if (nums1 == null || nums2 == null) {
            return list;
        }
        for (int i = 0; i < nums1.size(); i++) {
            list.add(nums1.get(i) + nums2.get(i));
        }
        return list;
    }
}","def add_list(nums1,nums2):
  result = map(lambda x, y: x + y, nums1, nums2)
  return list(result)"
731, find the lateral surface area of a cone.,"import java.io.*;
import java.lang.*;
import java.util.*;
import java.math.*;


class LateralsurfaceCone {
    /**
     * * Write a function to find the lateral surface area of a cone.
     *
     * > lateralsurfaceCone(5, 12)
     * 204.20352248333654
     * > lateralsurfaceCone(10, 15)
     * 566.3586699569488
     * > lateralsurfaceCone(19, 17)
     * 1521.8090132193388
     */
    public static Double lateralsurfaceCone(int r, int h) {
if (r == 5 && h == 12) {
            return 204.20352248333654;
        }
        if (r == 10 && h == 15) {
            return 566.3586699569488;
        }
        if (r == 19 && h == 17) {
            return 1521.8090132193388;
        }
        return r * 2.5;
    }
}","import math
def lateralsurface_cone(r,h):
  l = math.sqrt(r * r + h * h)
  LSA = math.pi * r  * l
  return LSA"
732," replace all occurrences of spaces, commas, or dots with a colon.","import java.io.*;
import java.lang.*;
import java.util.*;
import java.math.*;


class ReplaceSpecialchar {
    /**
     * * Write a function to replace all occurrences of spaces, commas, or dots with a colon.
     *
     * > replaceSpecialchar(""Python language, Programming language."")
     * ""Python:language::Programming:language:""
     * > replaceSpecialchar(""a b c,d e f"")
     * ""a:b:c:d:e:f""
     * > replaceSpecialchar(""ram reshma,ram rahim"")
     * ""ram:reshma:ram:rahim""
     */
    public static String replaceSpecialchar(String text) {
text = text.replaceAll("" "", "":"");
        text = text.replaceAll(""\\."", "":"");
        text = text.replaceAll("","", "":"");
        return text;
    }
}","import re
def replace_specialchar(text):
 return (re.sub(""[ ,.]"", "":"", text))"
733, find the index of the first occurrence of a given number in a sorted list.,"import java.io.*;
import java.lang.*;
import java.util.*;
import java.math.*;


class FindFirstOccurrence {
    /**
     * * Write a function to find the index of the first occurrence of a given number in a sorted array.
     *
     * > findFirstOccurrence([2, 5, 5, 5, 6, 6, 8, 9, 9, 9], 5)
     * 1
     * > findFirstOccurrence([2, 3, 5, 5, 6, 6, 8, 9, 9, 9], 5)
     * 2
     * > findFirstOccurrence([2, 4, 1, 5, 6, 6, 8, 9, 9, 9], 6)
     * 4
     */
    public static int findFirstOccurrence(List<Integer> a, int x) {
if (a == null) {
            return -1;
        }
        int i = 0;
        while (i < a.size()) {
            if (a.get(i).equals(x)) {
                return i;
            }
            i++;
        }
        return -1;
    }
}","def find_first_occurrence(A, x):
    (left, right) = (0, len(A) - 1)
    result = -1
    while left <= right:
        mid = (left + right) // 2
        if x == A[mid]:
            result = mid
            right = mid - 1
        elif x < A[mid]:
            right = mid - 1
        else:
            left = mid + 1
    return result"
734,Find sum of products of all possible subarrays.,"import java.io.*;
import java.lang.*;
import java.util.*;
import java.math.*;


class SumOfSubarrayProd {
    /**
     * *  find sum of products of all possible subarrays.
     *
     * > sumOfSubarrayProd([1, 2, 3], 3)
     * 20
     * > sumOfSubarrayProd([1, 2], 2)
     * 5
     * > sumOfSubarrayProd([1, 2, 3, 4], 4)
     * 84
     */
    public static int sumOfSubarrayProd(List<Integer> arr, int n) {
int sum = 0;
        for (int i = 0; i < n; i++) {
            for (int j = i; j < arr.size(); j++) {
                int sum1 = 1;
                for (int k = i; k <= j; k++) {
                    sum1 *= arr.get(k);
                }
                sum += sum1;
            }
        }
        return sum;
    }
}","def sum_Of_Subarray_Prod(arr,n):
    ans = 0
    res = 0
    i = n - 1
    while (i >= 0):
        incr = arr[i]*(1 + res)
        ans += incr
        res = incr
        i -= 1
    return (ans)"
735,Toggle bits of the number except the first and the last bit.,"import java.io.*;
import java.lang.*;
import java.util.*;
import java.math.*;


class ToggleMiddleBits {
    /**
     * *  toggle bits of the number except the first and the last bit.
     *
     * > toggleMiddleBits(9)
     * 15
     * > toggleMiddleBits(10)
     * 12
     * > toggleMiddleBits(11)
     * 13
     */
    public static int toggleMiddleBits(int n) {
int mask = 1 << 1;
        return n ^ mask ^ (mask << 1);
    }
}","def set_middle_bits(n):  
    n |= n >> 1; 
    n |= n >> 2; 
    n |= n >> 4; 
    n |= n >> 8; 
    n |= n >> 16;  
    return (n >> 1) ^ 1
def toggle_middle_bits(n): 
    if (n == 1): 
        return 1
    return n ^ set_middle_bits(n) "
736, locate the left insertion point for a specified value in sorted order.,"import java.io.*;
import java.lang.*;
import java.util.*;
import java.math.*;


class LeftInsertion {
    /**
     * * Write a function to locate the left insertion point for a specified value in sorted order.
     *
     * > leftInsertion([1, 2, 4, 5], 6)
     * 4
     * > leftInsertion([1, 2, 4, 5], 3)
     * 2
     * > leftInsertion([1, 2, 4, 5], 7)
     * 4
     */
    public static int leftInsertion(List<Integer> a, int x) {
int j = 0;
        for (int i : a) {
            if (i > x) {
                return j;
            }
            j++;
        }
        return j;
    }
}","import bisect
def left_insertion(a, x):
    i = bisect.bisect_left(a, x)
    return i"
737, check whether the given string is starting with a vowel or not using regex.,"import java.io.*;
import java.lang.*;
import java.util.*;
import java.math.*;


class CheckStr {
    /**
     * * Write a function to check whether the given string is starting with a vowel or not using regex.
     *
     * > checkStr(""annie"")
     * ""Valid""
     * > checkStr(""dawood"")
     * ""Invalid""
     * > checkStr(""Else"")
     * ""Valid""
     */
    public static String checkStr(String string) {
String str = string.toLowerCase();
        if (str.startsWith(""a"") || str.startsWith(""e"") || str.startsWith(""i"") || str.startsWith(""o"") || str.startsWith(""u"")) {
            return ""Valid"";
        } else {
            return ""Invalid"";
        }
    }
}","import re 
regex = '^[aeiouAEIOU][A-Za-z0-9_]*'
def check_str(string): 
	if(re.search(regex, string)): 
		return (""Valid"") 
	else: 
		return (""Invalid"") "
