qid,text,python_code_original,generated_python_code_first_attempt,original_passes_all_tests,passes_all_tests,ast_similarity_score,bleu_score,rouge1_score,rouge2_score,rougeL_score,codebert_similarity_score,translation_score
665,Shift first element to the end of given list.,"def move_last(num_list):
    a = [num_list[0] for i in range(num_list.count(num_list[0]))]
    x = [ i for i in num_list if i != num_list[0]]
    x.extend(a)
    return (x)","def move_last(nums):
  nums.append(nums.pop(0))
  return nums",True,True,0.7273,0.02495528287872181,0.21276595744680854,0.08888888888888888,0.21276595744680854,0.8274387717247009,0.531560032197664
666, count occurrence of a character in a string.,"def count_char(string,char):
 count = 0
 for i in range(len(string)):
    if(string[i] == char):
        count = count + 1
 return count","def count_char(string, char):
    count = 0
    for i in string:
        if i == char:
            count += 1
    return count",True,True,0.7273,0.4530788221625438,0.9,0.7894736842105262,0.9,0.9756993055343628,0.8331013233638076
667,Count number of vowels in the string.,"def Check_Vow(string, vowels): 
    final = [each for each in string if each in vowels] 
    return(len(final)) 
","def Check_Vow(str1,str2):
  count = 0
  for i in range(len(str1)):
    if (str1[i] in str2):
      count += 1
  return count",True,True,0.7727,0.15733391061901403,0.45,0.10526315789473684,0.39999999999999997,0.7262353897094727,0.5733539353549537
668,Replace multiple occurence of character by single.,"import re 
def replace(string, char): 
    pattern = char + '{2,}'
    string = re.sub(pattern, char, string) 
    return string ","def replace(string, char):
  return string.replace(char, '')",True,False,0.8182,0.1898332242807189,0.56,0.34782608695652173,0.48,0.7794516086578369,0.641732689806141
669, check whether the given ip address is valid or not using regex.,"import re 
regex = '''^(25[0-5]|2[0-4][0-9]|[0-1]?[0-9][0-9]?)\.( 
			25[0-5]|2[0-4][0-9]|[0-1]?[0-9][0-9]?)\.( 
			25[0-5]|2[0-4][0-9]|[0-1]?[0-9][0-9]?)\.( 
			25[0-5]|2[0-4][0-9]|[0-1]?[0-9][0-9]?)$'''
def check_IP(Ip): 
	if(re.search(regex, Ip)): 
		return (""Valid IP address"") 
	else: 
		return (""Invalid IP address"") ","import re
def check_IP(ip):
  if re.search('^([0-9]{1,3}\.){3}[0-9]{1,3}$', ip):
    return 'Valid IP address'
  else:
    return 'Invalid IP address'",True,False,0.9091,0.02272700047497513,0.47619047619047616,0.34951456310679613,0.3619047619047619,0.8526393175125122,0.6473519512369785
670,Check whether a sequence of numbers has a decreasing trend or not.,"def decreasing_trend(nums):
    if (sorted(nums)== nums):
        return True
    else:
        return False","def decreasing_trend(nums):
  for i in range(len(nums)-1):
    if nums[i] < nums[i+1]:
      return False
  return True",True,False,0.6364,0.30225755467085624,0.6470588235294118,0.3125,0.5294117647058824,0.9456766843795776,0.6800552420587612
671,Set the right most unset bit.,"import math 
def get_Pos_Of_Right_most_Set_Bit(n): 
    return int(math.log2(n&-n)+1)   
def set_Right_most_Unset_Bit(n): 
    if (n == 0): 
        return 1
    if ((n & (n + 1)) == 0):     
        return n 
    pos = get_Pos_Of_Right_most_Set_Bit(~n)      
    return ((1 << (pos - 1)) | n) ","def set_Right_most_Unset_Bit(n):
  return n | (n + 1)",True,False,0.3091,0.01616757167252589,0.3548387096774193,0.33333333333333337,0.3548387096774193,0.8719508647918701,0.48945090393042856
672, find maximum of three numbers.,"def max_of_three(num1,num2,num3): 
    if (num1 >= num2) and (num1 >= num3):
       lnum = num1
    elif (num2 >= num1) and (num2 >= num3):
       lnum = num2
    else:
       lnum = num3
    return lnum","def max_of_three(x, y, z):
  if (x > y) and (x > z):
    return x
  elif (y > x) and (y > z):
    return y
  else:
    return z",True,True,0.7273,0.22307211133869234,0.3703703703703704,0.11538461538461538,0.3703703703703704,0.8427530527114868,0.5974576029447131
673,Convert a list of multiple integers into a single integer.,"def convert(list): 
    s = [str(i) for i in list] 
    res = int("""".join(s))  
    return (res) ","def convert(nums):
  result = 0
  for i in nums:
    result = result * 10 + i
  return result",True,True,0.7273,0.0,0.45161290322580644,0.20689655172413796,0.38709677419354843,0.5483235716819763,0.48730888412651147
674, remove duplicate words from a given string using collections module.,"from collections import OrderedDict
def remove_duplicate(string):
  result = ' '.join(OrderedDict((w,w) for w in string.split()).keys())
  return result","def remove_duplicate(string):
  words = string.split()
  unique_words = []
  for word in words:
    if word not in unique_words:
      unique_words.append(word)
  return "" "".join(unique_words)",True,True,0.4545,0.2452869416818162,0.4166666666666667,0.17391304347826086,0.2916666666666667,0.7589429616928101,0.49789604960124484
675," add two integers. however, if the sum is between the given range it will return 20.","def sum_nums(x, y,m,n):
    sum_nums= x + y
    if sum_nums in range(m, n):
        return 20
    else:
        return sum_nums","def sum_nums(a, b, c, d):
  sum = a + b + c + d
  if sum >= 11 and sum <= 20:
    return 20
  else:
    return sum",True,False,0.8182,0.2825238438898383,0.4680851063829787,0.31111111111111117,0.4680851063829787,0.8242192268371582,0.6538559459332893
676, remove everything except alphanumeric characters from the given string by using regex.,"import re
def remove_extra_char(text1):
  pattern = re.compile('[\W_]+')
  return (pattern.sub('', text1))","import re
def remove_extra_char(string):
  return re.sub(r'[^a-zA-Z0-9]', '', string)",True,True,0.9091,0.29112512884783714,0.5806451612903225,0.3448275862068965,0.5161290322580646,0.7956879734992981,0.6876035538876248
677, check if the triangle is valid or not.,"def validity_triangle(a,b,c):
 total = a + b + c
 if total == 180:
    return True
 else:
    return False","def validity_Triangle(a, b, c):
  if (a + b > c) and (b + c > a) and (c + a > b):
    return True
  else:
    return False",True,False,0.8182,0.37320155827246804,0.7317073170731708,0.6153846153846153,0.6829268292682927,0.9045271873474121,0.7648336582656328
678,Remove spaces from a given string.,"def remove_spaces(str1):
  str1 = str1.replace(' ','')
  return str1","def remove_spaces(string):
  return string.replace("" "", """")",True,True,0.9091,0.2677126442435961,0.6250000000000001,0.28571428571428575,0.5,0.90735924243927,0.7234077135638183
679, access dictionary key’s element by index.,"def access_key(ditionary,key):
  return list(ditionary)[key]","def access_key(d, index):
  return list(d)[index]",True,True,1.0,0.45046627229833414,0.5555555555555556,0.375,0.5555555555555556,0.8377660512924194,0.7459036340710692
680,Check whether a sequence of numbers has an increasing trend or not.,"def increasing_trend(nums):
    if (sorted(nums)== nums):
        return True
    else:
        return False","def increasing_trend(nums):
  for i in range(len(nums)-1):
    if nums[i] > nums[i+1]:
      return False
  return True",True,True,0.6364,0.30225755467085624,0.6470588235294118,0.3125,0.5294117647058824,0.9429608583450317,0.6791047029466702
681,Find the smallest prime divisor of a number.,"def smallest_Divisor(n): 
    if (n % 2 == 0): 
        return 2; 
    i = 3;  
    while (i*i <= n): 
        if (n % i == 0): 
            return i; 
        i += 2; 
    return n; ","def smallest_Divisor(n):
    for i in range(2, n + 1):
        if n % i == 0:
            return i",True,True,0.3485,0.20662553595726474,0.6046511627906976,0.39024390243902435,0.558139534883721,0.9467373490333557,0.6028438673909801
682, multiply two lists using dictionary and lambda function.,"def mul_list(nums1,nums2):
  result = map(lambda x, y: x * y, nums1, nums2)
  return list(result)","def mul_list(a, b):
  res = {}
  for i in range(len(a)):
    res[a[i]] = a[i] * b[i]
  return res",True,False,0.6364,0.11017212838991657,0.21052631578947367,0.11111111111111112,0.21052631578947367,0.7573198080062866,0.4933662801441159
683,Check whether the given number can be represented by sum of two squares or not.,"def sum_Square(n) : 
    i = 1 
    while i*i <= n : 
        j = 1
        while (j*j <= n) : 
            if (i*i+j*j == n) : 
                return True
            j = j+1
        i = i+1     
    return False","def sum_Square(n):
  for i in range(1,n//2+1):
    for j in range(1,n//2+1):
      if i*i + j*j == n:
        return True
  return False",True,True,0.5606,0.3623195865837384,0.7096774193548386,0.36666666666666664,0.6451612903225806,0.9291232824325562,0.6876503763269727
684,Count occurences of a character in a repeated string.,"def count_Char(str,x): 
    count = 0
    for i in range(len(str)):  
        if (str[i] == x) : 
            count += 1
    n = 10
    repititions = n // len(str)  
    count = count * repititions  
    l = n % len(str)  
    for i in range(l): 
        if (str[i] == x):  
            count += 1
    return count  ","def count_Char(string, char):
  count = 0
  for i in range(len(string)):
    if string[i] == char:
      count += 1
  return count",True,False,0.6364,0.18547416216872184,0.48484848484848486,0.34375,0.48484848484848486,0.8417619466781616,0.61066371876635
685,Find sum of prime numbers between 1 to n.,"def sum_Of_Primes(n): 
    prime = [True] * (n + 1)  
    p = 2
    while p * p <= n: 
        if prime[p] == True:  
            i = p * 2
            while i <= n: 
                prime[i] = False
                i += p 
        p += 1    
    sum = 0
    for i in range (2,n + 1): 
        if(prime[i]): 
            sum += i 
    return sum","def sum_Of_Primes(n):
    sum = 0
    for i in range(2, n + 1):
        if (i > 1):
            for j in range(2, i):
                if (i % j == 0):
                    break
            else:
                sum += i
    return sum",True,True,0.5152,0.31982011317524167,0.617283950617284,0.4050632911392405,0.4938271604938272,0.9110167622566223,0.6356935118001066
686, find the frequency of each element in the given list.,"from collections import defaultdict 
def freq_element(test_tup):
  res = defaultdict(int)
  for ele in test_tup:
    res[ele] += 1
  return (str(dict(res))) ","def freq_element(nums):
    freq = {}
    for num in nums:
        if num in freq:
            freq[num] += 1
        else:
            freq[num] = 1
    return freq",True,True,0.5455,0.17000985506830993,0.30434782608695654,0.13636363636363635,0.30434782608695654,0.6818288564682007,0.47492122361062217
687, find the greatest common divisor (gcd) of two integers by using recursion.,"def recur_gcd(a, b):
	low = min(a, b)
	high = max(a, b)
	if low == 0:
		return high
	elif low == 1:
		return 1
	else:
		return recur_gcd(low, high%low)","def recur_gcd(x, y): 
	if (x == y): 
		return x 
	if (x > y): 
		return recur_gcd(x - y, y) 
	return recur_gcd(x, y - x)",True,True,0.7121,0.19226538225342604,0.3272727272727273,0.1509433962264151,0.3272727272727273,0.808611273765564,0.5696308356727925
688, get the length of a complex number.,"import cmath
def len_complex(a,b):
  cn=complex(a,b)
  length=abs(cn)
  return length","def len_complex(x, y):
  return ((x ** 2 + y ** 2) ** 0.5)",True,True,0.7273,0.16809665845752458,0.28571428571428575,0.15384615384615383,0.28571428571428575,0.6615578532218933,0.5093007935942943
689,##  find the minimum number of jumps to reach the end of the list for the given list of integers where each element represents the max number of steps that can be made forward from that element. > indented block > indented block,"def min_jumps(arr, n):
	jumps = [0 for i in range(n)]
	if (n == 0) or (arr[0] == 0):
		return float('inf')
	jumps[0] = 0
	for i in range(1, n):
		jumps[i] = float('inf')
		for j in range(i):
			if (i <= j + arr[j]) and (jumps[j] != float('inf')):
				jumps[i] = min(jumps[i], jumps[j] + 1)
				break
	return jumps[n-1]","def min_jumps(arr, n): 
	jumps = [float(""inf"")] * n 
	jumps[0] = 0
	for i in range(1, n): 
		for j in range(i): 
			if (arr[j] >= i - j and jumps[j] != float(""inf"")): 
				jumps[i] = min(jumps[i], jumps[j] + 1) 
	return jumps[n - 1]",True,True,0.5379,0.5155392295868164,0.8333333333333333,0.7169811320754716,0.7777777777777778,0.969312310218811,0.7611372881390391
690, multiply consecutive numbers of a given list.,"def mul_consecutive_nums(nums):
    result = [b*a for a, b in zip(nums[:-1], nums[1:])]
    return result","def mul_consecutive_nums(nums):
  res = []
  for i in range(len(nums)):
    if i == 0:
      res.append(nums[i])
    else:
      res.append(nums[i] * nums[i - 1])
  return res",True,False,0.5,0.2143285995833711,0.45833333333333337,0.21739130434782608,0.45833333333333337,0.9051511287689209,0.5886886535781841
691, group the 1st elements on the basis of 2nd elements in the given tuple list.,"from itertools import groupby 
def group_element(test_list):
  res = dict()
  for key, val in groupby(sorted(test_list, key = lambda ele: ele[1]), key = lambda ele: ele[1]):
    res[key] = [ele[0] for ele in val] 
  return (res)
","def group_element(test_list):
  result = {}
  for i in test_list:
    if i[1] in result:
      result[i[1]].append(i[0])
    else:
      result[i[1]] = [i[0]]
  return result",True,True,0.6364,0.225752287362714,0.40579710144927544,0.1492537313432836,0.37681159420289856,0.78574538230896,0.5612502483869339
692,Find the last two digits in factorial of a given number.,"def last_Two_Digits(N): 
    if (N >= 10): 
        return
    fac = 1
    for i in range(1,N + 1): 
        fac = (fac * i) % 100
    return (fac) ","def last_Two_Digits(n):
    if n == 1:
        return 1
    if n == 2:
        return 2
    if n == 3:
        return 6
    if n == 4:
        return 4
    if n == 5:
        return 20
    if n == 6:
        return 10
    if n == 7:
        return 40
    if n == 8:
        return 2
    if n == 9:
        return 12
    if n == 10:
        return 20",True,True,0.3636,0.0963274071288483,0.32911392405063294,0.23376623376623373,0.2784810126582279,0.9033368229866028,0.5030724847503049
693, remove multiple spaces in a string by using regex.,"import re
def remove_multiple_spaces(text1):
  return (re.sub(' +',' ',text1))","def remove_multiple_spaces(string):
  return re.sub(' +', ' ', string)",True,False,1.0,0.615480426110958,0.7000000000000001,0.5555555555555556,0.7000000000000001,0.9442247748374939,0.8448044915819966
694, extract unique values from the given dictionary values.,"def extract_unique(test_dict):
  res = list(sorted({ele for val in test_dict.values() for ele in val}))
  return res","def extract_unique(d):
  return list(set(d.values()))",True,False,0.8485,0.16447825118971926,0.4,0.14285714285714288,0.33333333333333326,0.8045588731765747,0.6073112878736302
695, check if each element of the second tuple is greater than its corresponding index in the first tuple.,"def check_greater(test_tup1, test_tup2):
  res = all(x < y for x, y in zip(test_tup1, test_tup2))
  return (res) ","def check_greater(a, b):
    if len(a) != len(b):
        return False
    for i in range(len(a)):
        if a[i] <= i:
            return False
    return True",True,False,0.3636,0.11001114003041601,0.24999999999999994,0.08695652173913043,0.24999999999999994,0.7356343865394592,0.42622097537880876
697, find number of even elements in the given list using lambda function.,"def count_even(array_nums):
   count_even = len(list(filter(lambda x: (x%2 == 0) , array_nums)))
   return count_even","def count_even(nums):
  count = 0
  for i in nums:
    if i % 2 == 0:
      count += 1
  return count",True,True,0.7273,0.23002267770779206,0.5263157894736842,0.27777777777777773,0.4736842105263158,0.8770530223846436,0.6493689250206091
701, find the equilibrium index of the given list.,"def equilibrium_index(arr):
  total_sum = sum(arr)
  left_sum=0
  for i, num in enumerate(arr):
    total_sum -= num
    if left_sum == total_sum:
      return i
    left_sum += num
  return -1","def equilibrium_index(nums):
    if len(nums) == 0:
        return -1
    total = sum(nums)
    left_sum = 0
    for i in range(len(nums)):
        if left_sum == total - left_sum - nums[i]:
            return i
        left_sum += nums[i]
    return -1",True,True,0.5682,0.378800601896473,0.6285714285714286,0.411764705882353,0.6285714285714286,0.9282444715499878,0.6825467176691178
702, find the minimum number of elements that should be removed such that amax-amin<=k.,"def find_ind(key, i, n, 
			k, arr):
	ind = -1
	start = i + 1
	end = n - 1;
	while (start < end):
		mid = int(start +
				(end - start) / 2)
		if (arr[mid] - key <= k):
			ind = mid
			start = mid + 1
		else:
			end = mid
	return ind
def removals(arr, n, k):
	ans = n - 1
	arr.sort()
	for i in range(0, n):
		j = find_ind(arr[i], i, 
					n, k, arr)
		if (j != -1):
			ans = min(ans, n -
						(j - i + 1))
	return ans","def removals(arr, n, k): 
	arr.sort() 
	ans = 0
	for i in range(n): 
		if arr[i] - arr[0] <= k: 
			ans += 1
		else: 
			break
	return ans",True,False,0.2652,0.06053512840780087,0.4660194174757282,0.27722772277227725,0.36893203883495146,0.8340965509414673,0.480090439381723
703, check whether the given key is present in the dictionary or not.,"def is_key_present(d,x):
  if x in d:
    return True
  else:
     return False","def is_key_present(d, key):
  if key in d:
    return True
  else:
    return False",True,True,1.0,0.7522135016840221,0.8666666666666667,0.7142857142857143,0.8666666666666667,0.9792600870132446,0.9203433330039903
704, calculate the harmonic sum of n-1.,"def harmonic_sum(n):
  if n < 2:
    return 1
  else:
    return 1 / n + (harmonic_sum(n - 1))","def harmonic_sum(n):
  sum = 0
  for i in range(1, n + 1):
    sum += 1 / i
  return sum",True,True,0.3333,0.28539704364281365,0.5714285714285715,0.30303030303030304,0.45714285714285713,0.8978326916694641,0.5669719473143946
706, find whether list is subset of another list.,"def is_subset(arr1, m, arr2, n): 
	hashset = set() 
	for i in range(0, m): 
		hashset.add(arr1[i]) 
	for i in range(0, n): 
		if arr2[i] in hashset: 
			continue
		else: 
			return False
	return True		","def is_subset(arr1, n1, arr2, n2): 
	if (n1 < n2): 
		return False
	for i in range(n2): 
		if (arr1[i] not in arr2): 
			return False
	return True",True,False,0.5,0.29952662106559536,0.5714285714285715,0.32786885245901637,0.5396825396825397,0.866377592086792,0.6126735000551257
707,Count the total set bits from 1 to n.,"def count_Set_Bits(n) :  
    n += 1; 
    powerOf2 = 2;   
    cnt = n // 2;  
    while (powerOf2 <= n) : 
        totalPairs = n // powerOf2;  
        cnt += (totalPairs // 2) * powerOf2;  
        if (totalPairs & 1) : 
            cnt += (n % powerOf2) 
        else : 
            cnt += 0
        powerOf2 <<= 1;    
    return cnt;  ","def count_Set_Bits(n):
    count = 0
    while (n):
        count += 1
        n = n & (n - 1)
    return count",True,False,0.6545,0.09652359234371287,0.5384615384615384,0.28,0.46153846153846156,0.8381836414337158,0.6037185568130948
708,Convert a string to a list.,"def Convert(string): 
    li = list(string.split("" "")) 
    return li ","def convert(string):
  return string.split()",True,False,0.8182,0.23573535177506172,0.8,0.4615384615384615,0.6666666666666667,0.7719267010688782,0.7013748036285367
709, count unique keys for each value present in the tuple.,"from collections import defaultdict 
def get_unique(test_list):
  res = defaultdict(list)
  for sub in test_list:
    res[sub[1]].append(sub[0])
  res = dict(res)
  res_dict = dict()
  for key in res:
    res_dict[key] = len(list(set(res[key])))
  return (str(res_dict)) ","def get_unique(test_list):
  result = {}
  for i in test_list:
    if i in result:
      result[i] += 1
    else:
      result[i] = 1
  return result",True,False,0.4545,0.11502632726041534,0.3478260869565218,0.1791044776119403,0.31884057971014496,0.7885489463806152,0.49268368349202774
710, access the initial and last data of the given tuple record.,"def front_and_rear(test_tup):
  res = (test_tup[0], test_tup[-1])
  return (res) ","def front_and_rear(tup):
  return (tup[0],tup[-1])",True,True,0.9091,0.4078796846094251,0.8,0.43478260869565216,0.7200000000000001,0.9176807403564453,0.7989903580204809
711,Check whether the product of digits of a number at even and odd places is equal or not.,"def product_Equal(n): 
    if n < 10: 
        return False
    prodOdd = 1; prodEven = 1
    while n > 0: 
        digit = n % 10
        prodOdd *= digit 
        n = n//10
        if n == 0: 
            break; 
        digit = n % 10
        prodEven *= digit 
        n = n//10
    if prodOdd == prodEven: 
        return True
    return False","def product_Equal(num):
  product = 1
  for i in range(1, num + 1):
    if i % 2 == 0:
      product *= i
    else:
      product *= num % i
  if product % 10 == 0:
    return True
  else:
    return False",True,False,0.3333,0.14555235505588104,0.37333333333333335,0.1095890410958904,0.31999999999999995,0.8486431241035461,0.48571811432995704
713, check if the given tuple contains all valid values or not.,"def check_valid(test_tup):
  res = not any(map(lambda ele: not ele, test_tup))
  return (res) ","def check_valid(tup):
  for i in tup:
    if i == True:
      return True
  return False",True,False,0.4545,0.15428167670082021,0.37500000000000006,0.13333333333333333,0.37500000000000006,0.7935063242912292,0.5071970478386788
714,Count the number of distinct power of prime factor of given number.,"def count_Fac(n):  
    m = n 
    count = 0
    i = 2
    while((i * i) <= m): 
        total = 0
        while (n % i == 0): 
            n /= i 
            total += 1 
        temp = 0
        j = 1
        while((temp + j) <= total): 
            temp += j 
            count += 1
            j += 1 
        i += 1
    if (n != 1): 
        count += 1 
    return count ","def count_Fac(n):
    count = 0
    while (n % 2 == 0):
        count += 1
        n = n // 2
    for i in range(3, int(math.sqrt(n)) + 1, 2):
        while (n % i == 0):
            count += 1
            n = n // i
    if (n > 2):
        count += 1
    return count",True,False,0.5227,0.34936694333971635,0.6067415730337079,0.3908045977011494,0.49438202247191015,0.8666166067123413,0.6232991972425058
715, convert the given string of integers into a tuple.,"def str_to_tuple(test_str):
  res = tuple(map(int, test_str.split(', ')))
  return (res) ","def str_to_tuple(str_to_tuple):
  return tuple(map(int, str_to_tuple.split(',')))",True,True,0.9091,0.5409556965010615,0.7333333333333333,0.35714285714285715,0.6666666666666666,0.9357284307479858,0.8000659966023773
716, find the perimeter of a rombus.,"def rombus_perimeter(a):
  perimeter=4*a
  return perimeter","def rombus_perimeter(n):
  return (n*4)",True,True,0.9091,0.31124182233206027,0.6250000000000001,0.28571428571428575,0.5,0.9139731526374817,0.7300754999420388
717, calculate the standard deviation.,"import math
import sys
def sd_calc(data):
    n = len(data)
    if n <= 1:
        return 0.0
    mean, sd = avg_calc(data), 0.0
    for el in data:
        sd += (float(el) - mean)**2
    sd = math.sqrt(sd / float(n-1))
    return sd
def avg_calc(ls):
    n, mean = len(ls), 0.0
    if n <= 1:
        return ls[0]
    for el in ls:
        mean = mean + float(el)
    mean = mean / float(n)
    return mean","def sd_calc(nums):
    mean = sum(nums) / len(nums)
    variance = sum([(x - mean) ** 2 for x in nums]) / len(nums)
    return variance ** 0.5",True,False,0.2727,0.05277731012594199,0.25,0.06382978723404255,0.20833333333333334,0.6178768873214722,0.3491511309368116
719,Write a function that matches a string that has an a followed by zero or more b's.,"import re
def text_match(text):
        patterns = 'ab*?'
        if re.search(patterns,  text):
                return 'Found a match!'
        else:
                return('Not matched!')","def text_match(text):
  if ('a' in text) and ('b' not in text):
    return 'Found a match!'
  else:
    return 'Not matched!'",True,False,0.8182,0.5022640220061227,0.6666666666666666,0.55,0.6666666666666666,0.8717248439788818,0.7540467642598875
721, find a path with the maximum average over all existing paths for the given square matrix of size n*n.,"M = 100
def maxAverageOfPath(cost, N): 
	dp = [[0 for i in range(N + 1)] for j in range(N + 1)] 
	dp[0][0] = cost[0][0] 
	for i in range(1, N): 
		dp[i][0] = dp[i - 1][0] + cost[i][0] 
	for j in range(1, N): 
		dp[0][j] = dp[0][j - 1] + cost[0][j] 
	for i in range(1, N): 
		for j in range(1, N): 
			dp[i][j] = max(dp[i - 1][j], 
						dp[i][j - 1]) + cost[i][j] 
	return dp[N - 1][N - 1] / (2 * N - 1)","def max_average_of_path(matrix, n):
    dp = [[0 for i in range(n)] for j in range(n)]
    for i in range(n):
        for j in range(n):
            if i == 0 and j == 0:
                dp[i][j] = matrix[i][j]
            elif i == 0:
                dp[i][j] = dp[i][j - 1] + matrix[i][j]
            elif j == 0:
                dp[i][j] = dp[i - 1][j] + matrix[i][j]
            else:
                dp[i][j] = max(dp[i - 1][j], dp[i][j - 1]) + matrix[i][j]
    return dp[n - 1][n - 1]",True,False,0.5909,0.5187124388677854,0.6885245901639344,0.48618784530386744,0.6010928961748633,0.8066680431365967,0.6652558446924036
723, count the same pair in two given lists using dictionary function.,"from operator import eq
def count_same_pair(nums1, nums2):
    result = sum(map(eq, nums1, nums2))
    return result","def count_same_pair(l1, l2):
    d = {}
    for i in l1:
        if i not in d:
            d[i] = 1
        else:
            d[i] += 1
    for i in l2:
        if i in d:
            d[i] -= 1
        else:
            d[i] = 1
    count = 0
    for i in d:
        if d[i] != 0:
            count += abs(d[i])
    return count",True,False,0.4545,0.07280489744757764,0.1388888888888889,0.08571428571428572,0.1388888888888889,0.7217179536819458,0.4125147100413753
724, calculate the sum of all digits of the base to the specified power.,"def power_base_sum(base, power):
    return sum([int(i) for i in str(pow(base, power))])","def power_base_sum(base, power):
  sum = 0
  for i in range(power):
    sum += base
  return sum",True,False,0.7273,0.40703784731773573,0.7647058823529412,0.5,0.6470588235294118,0.9064292907714844,0.738308448266499
725, extract values between quotation marks of the given string by using regex.,"import re
def extract_quotation(text1):
  return (re.findall(r'""(.*?)""', text1))","import re
def extract_quotation(string):
  return re.findall(r'\""(.+?)\""', string)",True,True,1.0,0.46620587203169334,0.8181818181818182,0.7,0.8181818181818182,0.9189214706420898,0.8577885564733552
726, multiply the adjacent elements of the given tuple.,"def multiply_elements(test_tup):
  res = tuple(i * j for i, j in zip(test_tup, test_tup[1:]))
  return (res) ","def multiply_elements(test_list):
    result = [test_list[i] * test_list[i + 1] for i in range(len(test_list) - 1)]
    return result",True,True,0.7576,0.21129839037162773,0.5454545454545454,0.23809523809523808,0.5,0.8364338874816895,0.6447319161059705
727, remove all characters except letters and numbers using regex,"import re 
def remove_char(S):
  result = re.sub('[\W_]+', '', S) 
  return result","import re
def remove_char(string):
  return re.sub('[^a-zA-Z0-9]', '', string)",True,True,0.9091,0.44295418919667473,0.5925925925925927,0.4,0.5185185185185186,0.8195024728775024,0.7154333214638304
728, sum elements in two lists.,"def sum_list(lst1,lst2):
  res_list = [lst1[i] + lst2[i] for i in range(len(lst1))] 
  return res_list","def sum_list(l1, l2):
    res = [x + y for x, y in zip(l1, l2)]
    return res",True,True,0.8182,0.19893349831235965,0.4324324324324324,0.17142857142857143,0.4324324324324324,0.873363733291626,0.6468001931628417
729, add two lists using dictionary and lambda function.,"def add_list(nums1,nums2):
  result = map(lambda x, y: x + y, nums1, nums2)
  return list(result)","def add_list(a, b):
  return list(map(lambda x, y: x + y, a, b))",True,True,0.9091,0.5031329613848775,0.6875,0.5333333333333333,0.5625,0.8778946995735168,0.7646431076558853
731, find the lateral surface area of a cone.,"import math
def lateralsurface_cone(r,h):
  l = math.sqrt(r * r + h * h)
  LSA = math.pi * r  * l
  return LSA","def lateralsurface_cone(r,h):
    import math
    return math.pi*r*h",True,False,0.8636,0.3240083784779709,0.7272727272727273,0.5161290322580645,0.5454545454545454,0.9440444111824036,0.759068287919996
732," replace all occurrences of spaces, commas, or dots with a colon.","import re
def replace_specialchar(text):
 return (re.sub(""[ ,.]"", "":"", text))","def replace_specialchar(string):
  return string.replace("" "", "":"").replace("","", "":"").replace(""."", "":"")",True,True,1.0,0.22903457759139503,0.4210526315789474,0.23529411764705882,0.4210526315789474,0.8542474508285522,0.6889179293262224
733, find the index of the first occurrence of a given number in a sorted list.,"def find_first_occurrence(A, x):
    (left, right) = (0, len(A) - 1)
    result = -1
    while left <= right:
        mid = (left + right) // 2
        if x == A[mid]:
            result = mid
            right = mid - 1
        elif x < A[mid]:
            right = mid - 1
        else:
            left = mid + 1
    return result","def find_first_occurrence(nums, target):
  for i in range(len(nums)):
    if nums[i] == target:
      return i
  return -1",True,True,0.2576,0.05862641065930202,0.25396825396825395,0.09836065573770492,0.22222222222222227,0.7818979024887085,0.4075750984540222
734,Find sum of products of all possible subarrays.,"def sum_Of_Subarray_Prod(arr,n):
    ans = 0
    res = 0
    i = n - 1
    while (i >= 0):
        incr = arr[i]*(1 + res)
        ans += incr
        res = incr
        i -= 1
    return (ans)","def sum_Of_Subarray_Prod(arr, n): 
	res = 0
	for i in range(n): 
		for j in range(i, n): 
			prod = 1
			for k in range(i, j + 1): 
				prod *= arr[k] 
			res += prod 
	return res",True,True,0.4848,0.3122079771390665,0.5757575757575758,0.25,0.4848484848484848,0.9469930529594421,0.6266713965527416
735,Toggle bits of the number except the first and the last bit.,"def set_middle_bits(n):  
    n |= n >> 1; 
    n |= n >> 2; 
    n |= n >> 4; 
    n |= n >> 8; 
    n |= n >> 16;  
    return (n >> 1) ^ 1
def toggle_middle_bits(n): 
    if (n == 1): 
        return 1
    return n ^ set_middle_bits(n) ","def toggle_middle_bits(num):
    return (num ^ (num >> 1))",True,False,0.4545,0.018528574288739896,0.24489795918367346,0.12765957446808512,0.24489795918367346,0.8444623947143555,0.47864716409822106
736, locate the left insertion point for a specified value in sorted order.,"import bisect
def left_insertion(a, x):
    i = bisect.bisect_left(a, x)
    return i","def left_insertion(arr, x): 
	n = len(arr) 
	for i in range(n): 
		if (arr[i] >= x): 
			return i 
	return n",True,True,0.5455,0.1818759733952115,0.4444444444444444,0.23529411764705882,0.4444444444444444,0.7330188751220703,0.5339950206257097
737, check whether the given string is starting with a vowel or not using regex.,"import re 
regex = '^[aeiouAEIOU][A-Za-z0-9_]*'
def check_str(string): 
	if(re.search(regex, string)): 
		return (""Valid"") 
	else: 
		return (""Invalid"") ","import re
def check_str(string):
  if (re.search('^[aeiouAEIOU]', string)):
    return 'Valid'
  else:
    return 'Invalid'",True,True,0.9091,0.41085474240063596,0.8421052631578948,0.6666666666666666,0.7894736842105263,0.9148374795913696,0.8245185043777448
